NAME OF COMPANY, ISIN NUMBER
LLOYDS ENGINEERING WORKS LIMIT,INE093R01011
Lloyds Enterprises Limited,INE080I01025
Lloyds Metals And Energy Limited,INE281B01032
LMW Limited,INE269B01029
Lodha Developers Limited,INE670K01029
LOGICA INFOWAY LIMITED,INE0BSU01018
Logiciel Solutions Limited,INE1BA901016
Lokesh Machines Limited,INE397H01017
Longspur International Venture,INE180M01033
LOOKS HEALTH SERVICES LIMITED,INE204N01013
Lords Chloro Alkali Limited,INE846D01012
LORDS ISHWAR HOTELS LIMITED,INE689J01013
Lorenzini Apparels Limited,INE740X01023
LOTUS CHOCOLATE CO.LTD.,INE026D01011
Lotus Eye Hospital And Institu,INE947I01017
Lovable Lingerie Limited,INE597L01014
Loyal Equipments Limited,INE876S01017
Loyal Textile Mills Limited,INE970D01010
LT Foods Limited,INE818H01020
LTF-8.98%-13-3-29-NCD,INE027E07998
LTIMindtree Limited,INE214T01019
LUDLOW JUTE & SPECIALITIES LTD,INE983C01015
Lumax Auto Technologies Limited,INE872H01027
Lumax Industries Limited,INE162B01018
Lupin Limited,INE326A01037
Lux Industries Limited,INE150G01020
Luxury Time Limited,INE1CJB01013
LVAM25-12%-31-05-27-PTC,INE20KI15019
LWS KNITWEAR LTD.,INE281M01013
Lyka Labs Limited,INE933A01014
LYKIS LIMITED,INE624M01014
Lypsa Gems & Jewellery Limited,INE142K01011
M & B Engineering Limited,INE08N601015
M K Proteins Limited,INE964W01021
M P K STEELS (I) LIMITED,INE1PJP01015
M. K. Exim (India) Ltd.,INE227F01010
M.M.FORGINGS LTD.,INE227C01017
M.P.AGRO INDUSTRIES LTD.,INE468C01017
Maan Aluminium Limited,INE215I01027
MAC CHARLES (INDIA) LTD.,INE435D01014
Macfos Limited,INE0OLH01013
MACH CONFERENCES AND EVENTS LI,INE0UYT01018
Machhar Industries Limited,INE01BT01015
MACHINO PLASTICS LTD.,INE082B01018
Macpower CNC Machines Limited,INE155Z01011
Madhav Copper Limited,INE813V01022
Madhav Infra Projects Limited,INE631R01026
MADHAV MARBLES & GRANITES LTD.,INE925C01016
Madhucon Projects Limited,INE378D01032
MADHUSUDAN INDUSTRIES LTD.,INE469C01023
MADHUSUDAN SECURITIES LTD.,INE856D01011
Madhuveer Com 18 Network Limit,INE312M01016
Madhya Bharat Agro Products Limited,INE900L01010
Madras Fertilizer Limited,INE414A01015
MAESTROS ELECTRONICS & TELECOM,INE318N01011
MAFATLAL INDUSTRIES LTD.,INE270B01035
MAFIA TRENDS LIMITED,INE0KQQ01011
Magadh Sugar & Energy Limited,INE347W01011
Magellanic Cloud Limited,INE613C01026
MAGNA ELECTRO CASTINGS LTD.,INE437D01010
Magnum Ventures Limited,INE387I01016
MAGNUS STEEL AND INFRA LIMITED,INE898E01011
MAHA RASHTRA APEX CORPORATION,INE843B01013
Mahalaxmi Fabric Mills Limited,INE0US801024
Mahalaxmi Rubtech Limited,INE112D01035
MAHALAXMI SEAMLESS LTD.,INE257F01017
MAHAMAYA LIFESCIENCES LIMITED,INE0U9D01019
Mahamaya Steel Industries Limited,INE451L01014
Mahanagar Gas Limited,INE002S01010
Mahanagar Telephone Nigam Limited,INE153A01019
MAHARASHTRA CORPORATION LTD.,INE272E01027
Maharashtra Scooters Limited,INE288A01013
Maharashtra Seamless Limited,INE271B01025
Mahaveer Infoway Limited,INE019D01016
Maheshwari Logistics Limited,INE263W01010
MAHINDRA & MAHINDRA FINANCIAL,INE774D01024
Mahindra & Mahindra Limited,INE101A01026
MAHINDRA EPC IRRIGATION LIMITE,INE215D01010
MAHINDRA HOLIDAYS & RESORTS IN,INE998I01010
MAHINDRA LIFESPACE DEVELOPERS,INE813A01018
Mahindra Logistics Limited,INE766P01016
Mahip Industries Limited,INE00CX01017
Maiden Forgings Limited,INE0O1T01010
Maithan Alloys Limited,INE683C01011
Maitri Enterprises Limited,INE501L01024
MAJESTIC AUTO LTD.,INE201B01022
MAKERS LABORATORIES LTD.,INE987A01010
Mallcom (India) Limited,INE389C01015
MALPANI PIPES AND FITTINGS LIM,INE0YON01014
Malu Paper Mills Limited,INE383H01017
Mamata Machinery Limited,INE0TO701015
Man Industries (India) Limited,INE993A01026
Man Infraconstruction Limited,INE949H01023
Manaksia Aluminium Company Limited,INE859Q01017
Manaksia Coated Metals & Indus,INE830Q01018
Manaksia Limited,INE015D01022
Manaksia Steels Limited,INE824Q01011
MANALI PETROCHEMICAL LTD.,INE201A01024
Manappuram Finance Limited,INE522D01027
Manba Finance Limited,INE939X01013
Manbro Industries Limited,INE348N01034
Mangal Credit and Fincorp Limited,INE545L01039
MANGAL ELECTRICAL INDUSTRIES L,INE0PKD01011
Mangalam Cement Limited,INE347A01017
MANGALAM DRUGS & ORGANICS LTD.,INE584F01014
MANGALAM GLOBAL ENTERPRISE LIM,INE0APB01032
MANGALAM INDUSTRIAL FINANCE LT,INE717C01025
Mangalam Organics Limited,INE370D01013
Mangalam Seeds Limited,INE829S01016
Mangalam Worldwide Limited,INE0JYY01011
MANGALORE REFINERY & PETROCHEM,INE103A01014
MANIPAL FINANCE CORPORATION LT,INE798E01013
Mankind Pharma Limited,INE634S01028
MANOJ VAIBHAV GEMS 'N' JEWELLE,INE0KNT01012
Manomay Tex India Limited,INE784W01015
Manorama Industries Limited,INE00VM01036
Manugraph India Limited,INE867A01022
MAPRO INDUSTRIES LTD.,INE848M01019
Maral Overseas Limited,INE882A01013
Marathon Nextgen Realty Limited,INE182D01020
MARBLE CITY INDIA LIMITED,INE807H01023
MARC LOIRE FASHIONS LIMITED,INE0TBQ01014
MARG TECHNO PROJECTS LIMITED,INE245H01018
MARGO FINANCE LIMITED,INE680B01019
Marico Limited,INE196A01026
Marine Electricals (India) Limited,INE01JE01028
MARIS SPINNERS LTD.,INE866D01010
MARKET CREATORS LTD.,INE944C01017
Markolines Pavement Technologi,INE0FW001016
Marksans Pharma Limited,INE750C01026
MARSONS LIMITED,INE415B01044
MARTIN BURN LTD.,INE199D01016
MARUTI INFRASTRUCTURE LTD.,INE392G01028
Maruti Interior Products Limit,INE0JSJ01014
MARUTI SECURITIES LTD.,INE368C01019
Maruti Suzuki India Limited,INE585B01010
MAS Financial Services Limited,INE348L01012
MASFS-8.35%-16-11-26-PVT,INE348L07308
Mask Investments Limited,INE885F01015
Mastek Limited,INE759A01021
Master Trust Limited,INE677D01037
Matrimony.Com Limited,INE866R01028
MAURIA UDYOG LIMITED,INE150D01027
Mawana Sugars Limited,INE636A01039
Max Estates Limited,INE03EI01018
Max Financial Services Limited,INE180A01020
Max Healthcare Institute Limit,INE027H01010
Max heights Infrastucture Ltd,INE393F01010
Max India Limited,INE0CG601016
MAXGROW INDIA LIMITED,INE485D01043
Maximus International Limited,INE544W01021
MAYUR FLOORINGS LTD.,INE262W01012
MAYUR LEATHER PRODUCTS LTD.,INE799E01011
Mayur Uniquoters Ltd,INE040D01038
Mazagon Dock Shipbuilders Limi,INE249Z01020
Mazda Limited,INE885E01042
MBL Infrastructure Limited,INE912H01013
MCFL-12.90%-3-10-27-PVT,INE545L07036
MCIBPL-ZC-05-08-27-PVT,INE0K0Y08011
Mcleod Russel India Limited,INE942G01012
MCSL-9.90%-12-6-26-PVT,INE296G07168
MCSL-9.90%-29-10-26-PVT,INE296G07192
Medi Assist Healthcare Service,INE456Z01021
MEDIA MATRIX WORLDWIDE LTD.,INE200D01020
MEDIAONE GLOBAL ENTERTAINMENT,INE828I01019
Medicamen Biotech Limited,INE646B01010
MEDI-CAPS LTD.,INE442D01010
Medico Intercontinental Limite,INE858Q01019
Medico Remedies Limited,INE630Y01024
Medplus Health Services Limite,INE804L01022
Meera Industries Limited,INE343X01018
Meesho Limited,INE0VDM01015
MEFCOM CAPITAL MARKETS LTD.,INE186C01023
MEGA CORPORATION LTD.,INE804B01023
Mega Nirman & Industries Limit,INE216Q01010
Megasoft Limited,INE933B01012
Megastar Foods Limited,INE00EM01016
Meghmani Organics Limited,INE0CT101020
Meghna Infracon Infrastructure,INE898Q01015
Megri Soft Limited,INE756R01013
Mehai Technology  Limited,INE062Y01020
MEHTA INTEGRATED FINANCE LTD.,INE240B01012
Menon Bearings Limited,INE071D01033
MENON PISTONS LTD.,INE650G01029
MEP Infrastructure Developers,INE776I01010
Mercantile Ventures Limited,INE689O01013
MERCURY EV-TECH LIMITED,INE763M01028
Mercury Laboratories Limited,INE947G01011
MERCURY TRADE LINKS LTD.,INE319T01016
META INFOTECH LIMITED,INE162901016
METAL COATINGS (INDIA) LTD.,INE161E01014
Methodhub Software Limited,INE0QZR01017
Metro Brands Limited,INE317I01021
METROGLOBAL LIMITED,INE085D01033
Metropolis Healthcare Limited,INE112L01020
Mewar Hi-Tech Engineering Limi,INE957U01011
Meyer Apparel Limited,INE100C01024
MFCL-16-7-31-NCD,INE549K07GO2
MFCL-16-9-26-NCD,INE549K07EL3
MFCL-8.85%-16-7-27-NCD,INE549K07GW5
MFCL-9%-16-9-26-NCD,INE549K07DZ5
MFCL-9%-30-10-26-NCD,INE549K07EU4
MFCL-9.05%-16-7-28-NCD,INE549K07GX3
MFCL-9.40%-16-7-31-NCD,INE549K07GV7
MFCL-9.90%-30-10-29-NCD,INE549K07EN9
MFL INDIA LTD.,INE244C01020
MFL-10.05%-31-5-29-PVT,INE549K08426
MFL-10.40%-22-8-33-PVT,INE549K08541
MFL-10.45%-24-12-32-PVT,INE549K08509
MFL-11.25%-9-2-27-PVT,INE939X07192
MFL-11.75%-13-3-27-PVT,INE296Q07118
MFL-2-4-26-NCD,INE549K07BQ8
MFL-25-1-27-NCD,INE414G07IY2
MFL-8%-10-4-26-NCD,INE414G07HR8
MFL-8.10%-3-6-28-NCD,INE414G07IC8
MFL-8.25%-2-4-26-NCD,INE549K07BT2
MFL-8.25%-25-1-27-NCD,INE414G07IW6
MFL-8.50%-25-1-27-NCD,INE414G07IV8
MFL-9%-19-5-27-NCD,INE549K07GA1
MFL-9%-2-5-30-NCD,INE549K07CC6
MFL-9.05%-20-9-28-NCD,INE549K07CP8
MFL-9.27%-20-9-26-NCD,INE549K07CN3
MFL-9.35%-31-1-29-NCD,INE549K07DG5
MFL-9.55%-19-5-31-NCD,INE549K07GD5
MFL-9.65%-19-5-28-NCD,INE549K07GE3
MFLIII-10-1-31-NCD,INE549K07FL0
MFLIII-9%-10-1-27-NCD,INE549K07EZ3
MFLIII-9.45%-10-1-30-NCD,INE549K07FH8
MFLTD-7.75%-4-10-28-NCD,INE414G07IL9
MFL-ZC-14-12-26-NCD,INE414G07DQ9
MFL-ZC-15-3-26-NCD,INE549K07AE6
MFL-ZC-5-5-26-NCD,INE522D07BA4
MFS INTERCORP LTD.,INE614F01019
MFSL-8.9%-28-11-27-PVT,INE348L07340
MHIL-ZC-13-11-26-NCD,INE652X07100
MIC Electronics Limited,INE287C01037
MID EAST PORTFOLIO MANAGEMENT,INE033E01015
MID INDIA INDUSTRIES LTD.,INE401C01018
MIDWEST GOLD LTD.,INE519N01014
Midwest Limited,INE0XAD01024
Mihika Industries Ltd.,INE779Q01017
Milestone Furniture Limited,INE424Z01011
MILESTONE GLOBAL LTD.,INE151H01018
MILGREY FINANCE & INVESTMENT L,INE679T01013
MILKFOOD LTD.,INE588G01021
Millennium Online Solutions (I,INE570N01025
MINAL INDUSTRIES LIMITED,INE097E01028
MINAXI TEXTILES LTD.,INE952C01028
Minda Corporation Limited,INE842C01021
Mindspace Business Parks REIT,INE0CCU25019
Mindteck (India) Limited,INE110B01017
MINI DIAMONDS (INDIA) LTD.,INE281E01028
Mirae Asset Mutual Fund,INF769K01EG9
Mirae Asset Mutual Fund,INF769K01FN2
Mirae Asset Mutual Fund,INF769K01GS9
Mirae Asset Mutual Fund,INF769K01HF4
Mirae Asset Mutual Fund,INF769K01HI8
Mirae Asset Mutual Fund,INF769K01HP3
Mirae Asset Mutual Fund,INF769K01HS7
Mirae Asset Mutual Fund,INF769K01IB1
Mirae Asset Mutual Fund,INF769K01IC9
Mirae Asset Mutual Fund,INF769K01JP9
Mirae Asset Mutual Fund,INF769K01KG6
Mirae Asset Mutual Fund,INF769K01KR3
Mirae Asset Mutual Fund,INF769K01KS1
Mirae Asset Mutual Fund,INF769K01KT9
Mirae Asset Mutual Fund,INF769K01KV5
Mirae Asset Mutual Fund,INF769K01KU7
Mirae Asset Mutual Fund,INF769K01LC3
Mirae Asset Mutual Fund,INF769K01LJ8
Mirae Asset Mutual Fund,INF769K01LQ3
Mirae Asset Mutual Fund,INF769K01LX9
Mirae Asset Mutual Fund,INF769K01LZ4
Mirae Asset Mutual Fund,INF769K01LY7
Mirae Asset Mutual Fund,INF769K01MY5
Mirae Asset Mutual Fund,INF769K01NS5
Mirae Asset Mutual Fund,INF769K01ON4
Mirae Asset Mutual Fund,INF769K01OO2
Mirae Asset Mutual Fund,INF769K01PB6
Mirae Asset Mutual Fund,INF769K01PR2
Mirae Asset Mutual Fund,INF769K01PQ4
Mirae Asset Mutual Fund,INF769K01PZ5
Mirae Asset Mutual Fund,INF769K01PY8
MIRC Electronics Limited,INE831A01028
Mirza International Limited,INE771A01026
Mish Designs Limited,INE0QI101019
Mishka Exim Limited,INE540S01019
Mishra Dhatu Nigam Limited,INE099Z01011
Mishtann Foods Limited,INE094S01041
Misquita Engineering Limited,INE957W01025
MITCON Consultancy & Engineering Services Limited,INE828O01033
Mitshi India Limited,INE844D01017
Mitsu Chem Plast Limited,INE317V01016
Mittal Life Style Limited,INE997Y01027
Mittal Sections Limited,INE833Q01012
MIVEN MACHINE TOOLS LTD.,INE338P01014
MIZZEN VENTURES LIMITED,INE681K01026
MKP Mobility Limited,INE676G01024
MKVENTURES CAPITAL LIMITED,INE874A01010
MM RUBBER COMPANY LTD.,INE159E01026
MMFL-10.25%-29-8-30-NCD,INE101Q07BN2
MMFL-10.5%-29-8-30-NCD,INE101Q07BJ0
MMFL-10.75%-12-5-30-NCD,INE101Q07BF8
MMFL-12-11-26-NCD,INE101Q07BC5
MMFL-9%-28-2-27-NCD,INE101Q07BK8
MMFL-9.25%-29-8-27-NCD,INE101Q07BL6
MMFL-9.30%-27-1-28-PVT,INE101Q07BS1
MMFL-ZC-15-9-28-NCD,INE101Q08167
MMFSL-6-6-26-NCD,INE774D08MG3
MMFSL-8.00%-24-07-27-NCD,INE774D08MK5
MMFSL-8.72%-6-6-26-NCD,INE774D08LU6
MMFSL-9%-6-6-26-NCD,INE774D08MA6
MMFSL-9.2%-18-1-27-NCD,INE774D07SV1
MMFSL-9.3%-18-1-27-NCD,INE774D07SW9
MMFSL-9.5%-18-1-29-NCD,INE774D08MP4
MML-10%-11-11-28-PVT,INE046W07321
MML-10.75%-01-8-26-PVT,INE046W07263
MML-10.75%-19-12-30-NCD,INE05F407DQ0
MML-10.75%-27-11-27-PVT,INE884Q07814
MML--29-1-30-NCD,INE05F407CY6
MML-9.85%-16-12-27-PVT,INE046W07347
MML-9.95%-16-12-28-PVT,INE046W07354
MMP Industries Limited,INE511Y01018
MMTC Limited,INE123F01029
Mobavenue AI Tech Limited,INE622Q01019
MODELLA WOOLLENS LTD.,INE380D01012
MODERN DAIRIES LTD.,INE617B01011
MODERN DIAGNOSTIC & RESEARCH C,INE1HK501016
MODERN ENGINEERING AND PROJECT,INE250S01015
MODERN INSULATORS LTD.,INE219W01012
MODERN SHARES & STOCKBROKERS L,INE370A01019
MODERN STEELS LTD.,INE001F01019
Modern Threads (India) Limited,INE794W01014
Modi Naturals Limited,INE537F01012
Modi Rubber Limited,INE832A01018
Modis Navnirman Limited,INE0L0L01012
MODISON LIMITED,INE737D01021
MODULEX CONSTRUCTION TECHNOLOG,INE064R01012
MOFSL-9.35%-9-5-29-NCD,INE338I07107
MOFSL-9.7%-9-5-34-NCD,INE338I07123
MOFSL-ZC-9-5-27-NCD,INE338I07099
Mohit Industries Limited,INE954E01012
MOHIT PAPER MILLS LTD.,INE388C01017
MOHITE INDUSTRIES LIMITED,INE154B01023
MOIL Limited,INE490G01020
Moksh Ornaments Limited,INE514Y01020
Mold-Tek Packaging Limited,INE893J01029
Mold-Tek Technologies Limited,INE835B01035
Monarch Networth Capital Limit,INE903D01011
Monarch Surveyors and Engineer,INE0V0L01028
MONEY MASTERS LEASING & FINANC,INE340O01021
Moneyboxx Finance Limited,INE296Q01012
MONIKA ALCOBEV LIMITED,INE0LCG01010
MONOTYPE INDIA LTD.,INE811D01024
Monte Carlo Fashions Limited,INE950M01013
MOONGIPA CAPITAL FINANCE LTD.,INE153K01018
MORARKA FINANCE LTD.,INE367A01015
Morepen Laboratories Limited,INE083A01026
MORGAN VENTURES LTD.,INE902C01015
MORGANITE CRUCIBLE (INDIA) LTD,INE599F01020
Moschip Technologies Limited,INE935B01025
Mother Nutri Foods Limited,INE0UH001016
Motherson Sumi Wiring India Li,INE0FS801015
MOTILAL OSWAL FINANCIAL SERVIC,INE338I01027
MOTILAL OSWAL MOST SHARES NASD,INF247L01AP3
Motilal Oswal Mutual Fund,INF247L01AK4
Motilal Oswal Mutual Fund,INF247L01AU3
Motilal Oswal Mutual Fund,INF247L01BK2
Motilal Oswal Mutual Fund,INF247L01BL0
Motilal Oswal Mutual Fund,INF247L01BB1
Motilal Oswal Mutual Fund,INF247L01BE5
MOTILAL OSWAL MUTUAL FUND,INF247L01536
MOTILAL OSWAL MUTUAL FUND - MO,INF247L01023
Motilal Oswal Mutual Fund-Perm,INF247L01FY4
Motilal Oswal Mutual Fund-Perm,INF247L01FZ1
Motilal Oswal Mutual Fund-Perm,INF247L01CH6
Motilal Oswal Mutual Fund-Perm,INF247L01EV3
Motilal Oswal Mutual Fund-Perm,INF247L01CI4
Motilal Oswal Mutual Fund-Perm,INF247L01DK8
Motilal Oswal Mutual Fund-Perm,INF247L01DJ0
Motilal Oswal Mutual Fund-Perm,INF247L01BU1
Motisons Jewellers Limited,INE0FRK01020
MOTOR & GENERAL FINANCE LTD.,INE861B01023
MPDL LIMITED,INE493H01014
MphasiS Limited,INE356A01018
MPIL CORPORATION LTD.,INE844C01027
MPL PLASTICS LTD.,INE343A01016
MPS Limited,INE943D01017
MRC AGROTECH LIMITED,INE333Y01017
MRF Limited,INE883A01011
MRP Agro Limited,INE0D7801012
Mrs. Bectors Food Specialities,INE495P01020
MRUGESH TRADING LTD.,INE738D01029
Msafe Equipments Limited,INE2B5L01011
MSFL-0%-9-9-27-PVT,INE138I08109
MSFL-ZC-18-12-26-PVT,INE138I08091
MSFL-ZC-2-3-26-PVT,INE138I08075
MSP Steel & Power Limited,INE752G01015
MSR INDIA LTD.,INE331L01026
Mstc Limited,INE255X01014
MT Educare Limited,INE472M01018
Mtar Technologies Limited,INE864I01014
Mudunuru Limited,INE491C01027
Mufin Green Finance Limited,INE08KJ01020
Mukand Limited,INE304A01026
MUKAT PIPES LTD.,INE862C01029
MUKESH BABU FINANCIAL SERVICES,INE596B01017
Mukka Proteins Limited,INE0CG401037
Mukta Agriculture Limited,INE160O01031
Mukta Arts Limited,INE374B01019
MULLER & PHIPPS (INDIA) LTD.,INE003F01015
MULTI COMMODITY EXCHANGE OF IN,INE745G01043
MULTIBASE INDIA LTD.,INE678F01014
Munjal Auto Industries Limited,INE672B01032
Munjal Showa Limited,INE577A01027
MUNOTH CAPITAL MARKET LTD.,INE910G01027
MUNOTH COMMUNICATION LIMITED,INE410E01015
MUNOTH FINANCIAL SERVICES LTD.,INE348D01019
Murae Organisor Limited,INE060601031
Murudeshwar Ceramics Limited,INE692B01014
Music Broadcast Limited,INE919I01024
Muthoot Capital Services Limited,INE296G01013
Muthoot Finance Limited,INE414G01012
Muthoot Microfin Limited,INE046W01019
My Money Securities Ltd.,INE232L01018
MYSORE PETRO CHEMICALS LTD.,INE741A01011
Mystic Electronics Limited,INE159O01033
N R Agarwal Industries Limited,INE740D01017
N. B. I. Industrial Finance Company Limited,INE365I01020
N.G.INDUSTRIES LTD.,INE825C01018
N.K.INDUSTRIES LTD.,INE542C01019
Naapbooks Limited,INE0GOA01018
NABARD-7.35%-23-3-31-NCDS,INE261F07057
NACL Industries Limited,INE295D01020
Naga Dhunseri Group Limited,INE756C01015
NAGARJUNA FERTILIZERS AND CHEM,INE454M01024
NAGPUR POWER & INDUSTRIES LTD.,INE099E01016
NAGREEKA CAPITAL & INFRASTRUCT,INE245I01016
Nagreeka Exports Limited,INE123B01028
NAHAR CAPITAL & FINANCIAL SERV,INE049I01012
NAHAR INDUSTRIAL ENTERPRISES L,INE289A01011
Nahar Poly Films Limited,INE308A01027
Nahar Spinning Mills Limited,INE290A01027
NAKODA GROUP OF INDUSTRIES LIM,INE236Y01012
Naksh Precious Metals Limited,INE256S01012
NALIN LEASE FINANCE LTD.,INE606C01012
Nalwa Sons Investments Limited,INE023A01030
NAM SECURITIES LTD,INE792G01011
Nanavati Ventures Limited,INE0E5R01017
Nandan Denim Limited,INE875G01048
Nandani Creation Limited,INE696V01013
NANTA TECH LIMITED,INE0YJA01011
Naperol Investments Limited,INE585A01020
NAPS Global India Limited,INE0VNH01014
Narayana Hrudayalaya Limited,INE410P01011
NARBADA GEMS AND JEWELLERY LTD,INE540C01021
NARENDRA PROPERTIES LTD.,INE603F01012
Narmada Agrobase Limited,INE117Z01011
NARMADA GELATINES LTD.,INE869A01010
NARMADA MACPLAST DRIP IRRIGATI,INE060D01028
Narmadesh Brass Industries Lim,INE0S1B01014
Natco Pharma Limited,INE987B01026
Nath Bio-Genes (India) Limited,INE448G01010
NATH INDUSTRIES LIMITED,INE777A01023
NATIONAL ALUMINIUM CO.LTD.,INE139A01034
National Fertilizers Limited,INE870D01012
NATIONAL FITTINGS LIMITED,INE643C01015
NATIONAL GENERAL INDUSTRIES LT,INE654H01011
NATIONAL OXYGEN LTD.,INE296D01010
National Peroxide Limited,INE0PO601011
NATIONAL PLASTIC INDUSTRIES LT,INE233D01013
NATIONAL PLASTIC TECHNOLOGIES,INE896D01017
NATIONAL PLYWOOD INDUSTRIES LT,INE497C01016
National Securities Depository,INE301O01023
NATIONAL STANDARD (INDIA) LTD.,INE166R01015
NATRAJ PROTEINS LTD.,INE444D01016
NATURA HUE CHEM LTD.,INE487B01019
Natural Biocon (India) Limited,INE06MM01016
Natural Capsules Limited,INE936B01015
Naturite Agro Products Limited,INE223R01014
NAVA LIMITED,INE725A01030
NAVIN FLUORINE INTERNATIONAL L,INE048G01026
Navkar Corporation Limited,INE278M01019
Navkar Urbanstructure Limited,INE268H01044
Navneet Education Limited,INE060A01024
Nazara Technologies Limited,INE418L01047
NB FOOTWEAR LTD.,INE006F01018
NBCC (India) Limited,INE095N01031
NCC Limited,INE868B01028
NCL Industries Limited,INE732C01016
NCL RESEARCH & FINANCIAL SERVI,INE132F01038
NDA SECURITIES LTD.,INE026C01013
NDL Ventures Limited,INE353A01023
Ndr Auto Components Limited,INE07OG01012
Nectar Lifesciences Limited,INE023H01027
NEELAMALAI AGRO INDUSTRIES LTD,INE605D01012
NEERAJ PAPER MARKETING LIMITED,INE894J01019
Neetu Yoshi Limited,INE0UZO01024
Neil Industries Ltd.,INE396C01010
Nelcast Limited,INE189I01024
NELCO Limited,INE045B01015
NEO INFRACON LTD.,INE216I01017
Neogen Chemicals Limited,INE136S01016
NEOPOLITAN PIZZA AND FOODS LIM,INE471R01019
Nephrocare Health Services Lim,INE428V01029
NEPTUNE LOGITEK LIMITED,INE1NQ501012
Nesco Limited,INE317F01035
Nestle India Limited,INE239A01024
NETLINK SOLUTIONS (INDIA) LTD.,INE040F01033
NETTLINX LTD.,INE027D01019
NETWEB TECHNOLOGIES INDIA LIMI,INE0NT901020
Network People Services Techno,INE0FFK01017
NETWORK18 MEDIA & INVESTMENTS,INE870H01013
Neuland Laboratories Limited,INE794A01010
New Delhi Television Limited,INE155G01029
NEW LIGHT INDUSTRIES LIMITED,INE835U01027
New Swan Multitech Limited,INE0GEN01012
Newgen Software Technologies L,INE619B01017
NEWTIME INFRASTRUCTURE LIMITED,INE997D01021
NEWTRAC FOODS & BEVERAGES LIMI,INE229N01010
NEXOME CAPITAL MARKETS LIMITED,INE641A01013
Next Mediaworks Limited,INE747B01016
Nexus Select Trust,INE0NDH25011
NEXUS SURGICAL AND MEDICARE LI,INE370Q01015
Nexxus Petro Industries Limite,INE0QUL01011
NFL-10.30%-30-09-27-PVT,INE342T07635
NFL-10.48%-01-06-26-PVT,INE342T07593
NFL-10.60%-21-5-27-PVT,INE342T07569
NFL-10.65%-13-3-27-NCD,INE342T07460
NFL-10.75%-19-8-28-PVT,INE342T07601
NFL-10.75%-31-12-27-PVT,INE342T07544
NFL-10.75%-31-12-28-PVT,INE342T07668
NGL Fine-Chem Limited,INE887E01022
NHAI-7.29%-9-3-26-TAXFREENCD,INE906B07EN0
NHAI-8.5%-5-2-29-NCD,INE906B07DE1
NHC FOODS LTD.,INE141C01036
NHFL-10.03%-3-4-30-NCD,INE530L07AO3
NHFL-10.49%-3-4-35-NCD,INE530L07AM7
NHFL-10.50%-10-09-35-NCD,INE530L07AZ9
NHFL-10.50%-3-4-30-NCD,INE530L07AN5
NHFL-10.75%-02-07-35-NCD,INE530L07AP0
NHFL-3-4-30-NCD,INE530L07AG9
NHFL-9.35%-10-09-28-NCD,INE530L07BD4
NHFL-9.5%-1-3-26-NCD,INE530L07707
NHFL-9.57%-02-07-28-NCD,INE530L07AV8
NHPC Limited,INE848E01016
NIBE Limited,INE149O01018
NICCO PARKS & RESORTS LTD.,INE653C01022
NIDHI GRANITES LTD.,INE276H01013
NIHAR INFO GLOBAL LTD.,INE876E01033
NIIT Learning Systems Limited,INE342G01023
NIIT Limited,INE161A01038
NIKHIL ADHESIVES LTD.,INE926C01022
Nila Infrastructures Limited,INE937C01029
Nila Spaces Limited,INE00S901012
NILACHAL CARBO METALICKS LIMIT,INE346R01013
NILACHAL REFRACTORIES LTD.,INE416N01013
NILE LTD.,INE445D01013
Nilkamal Limited,INE310A01015
NIMBUS PROJECTS LTD.,INE875B01015
NINtec Systems Limited,INE395U01014
NIPPON INDIA ETF BANK BEES,INF204KB15I9
NIPPON INDIA ETF GOLD BEES,INF204KB17I5
NIPPON INDIA ETF HANG SENG BEE,INF204KB19I1
NIPPON INDIA ETF JUNIOR BEES,INF732E01045
NIPPON INDIA ETF LIQUID BEES,INF732E01037
NIPPON INDIA ETF NIFTY 100,INF204K014N5
NIPPON INDIA ETF NIFTY BEES,INF204KB14I2
NIPPON INDIA ETF PSU BANK BEES,INF204KB16I7
NIPPON INDIA ETF SENSEX,INF204KA1UN7
NIPPON INDIA ETF SENSEX NEXT 5,INF204KB15D0
NIPPON INDIA ETF SHARIAH BEES,INF732E01128
Nippon India Mutual Fund,INF204KB10R1
Nippon India Mutual Fund,INF204KB16R8
Nippon India Mutual Fund,INF204KB14O0
Nippon India Mutual Fund,INF204KB11T5
Nippon India Mutual Fund,INF204KB16S6
Nippon India Mutual Fund,INF204KB18R4
Nippon India Mutual Fund,INF204KB18S2
Nippon India Mutual Fund,INF204KB14P7
Nippon India Mutual Fund,INF204KB17P0
Nippon India Mutual Fund,INF204KB19P6
Nippon India Mutual Fund,INF204KB14U7
Nippon India Mutual Fund,INF204KB10U5
Nippon India Mutual Fund,INF204KB15U4
Nippon India Mutual Fund,INF204KB16U2
Nippon India Mutual Fund,INF204KB11U3
Nippon India Mutual Fund,INF204KB12U1
Nippon India Mutual Fund,INF204KB13T1
Nippon India Mutual Fund,INF204KB18T0
Nippon India Mutual Fund,INF204KB13U9
Nippon India Mutual Fund,INF732E01268
Nippon India Mutual Fund,INF204KC1EZ3
Nippon India Mutual Fund,INF204KC1GH6
Nippon India Mutual Fund - Per,INF204KB15V2
Nippon India Mutual Fund - Per,INF204KC1089
Nippon India Mutual Fund - Per,INF204KB1882
Nippon India Mutual Fund - Per,INF204KB1V68
