NAME OF COMPANY, ISIN NUMBER
Nippon India Mutual Fund - Per,INF204KC1402
NIPPON LIFE INDIA ASSET MANAGE,INE298J01013
Niraj Cement Structurals Limited,INE368I01016
Niraj Ispat Industries Limited,INE326T01011
NIRAV COMMERCIALS LTD.,INE242B01018
NIRLON LTD.,INE910A01012
NISUS FINANCE SERVICES CO LIMI,INE0DQN01013
Nitco Limited,INE858F01012
Nitin Castings Limited,INE861H01020
Nitin Spinners Limited,INE229H01012
Nitiraj Engineers Limited,INE439T01012
NITTA GELATIN INDIA LTD.,INE265B01019
NIVA BUPA HEALTH INSURANCE COM,INE995S01015
NIVAKA FASHIONS LIMITED,INE139E01028
Niyogin Fintech Limited,INE480D01010
NJCPL-8.75%-26-12-27-PVT,INE0MT207023
NLC India Limited,INE589A01014
NMDC Limited,INE584A01023
NMDC Steel Limited,INE0NNS01018
NMS GLOBAL LIMITED,INE169F01014
NOCIL Limited,INE163A01018
Noida Toll Bridge Company Limited,INE781B01015
Norben Tea & Exports Limited,INE369C01017
NORRIS MEDICINES LTD.,INE744C01029
NORTH EASTERN CARRYING CORPORA,INE553C01016
Northern Arc Capital Limited,INE850M01015
Northern Spirits Limited,INE01BL01012
NOUVEAU GLOBAL VENTURES LTD.,INE317B01042
Nova Agritech Limited,INE02H701025
NOVA IRON & STEEL LTD.,INE608C01026
NOVARTIS INDIA LTD.,INE234A01025
NOVELIX PHARMACEUTICALS LIMITE,INE314I01036
NRB Bearing Limited,INE349A01021
NRB Industrial Bearings Limited,INE047O01014
NTC INDUSTRIES LTD.,INE920C01017
NTPC Green Energy Limited,INE0ONG01011
NTPC Limited,INE733E01010
NTPC-7.62%-3B-5-10-35-BOND,INE733E07JW2
Nucleus Software Exports Limited,INE096B01018
Nupur Recyclers Limited,INE0JM501013
Nureca Limited,INE0DSF01015
Nuvama Wealth Management Limit,INE531F01023
Nuvoco Vistas Corporation Limi,INE118D01016
NWFL-9.80%-5-2-30-NCD,INE918K07FU8
NWIL-9.16%-15-7-27-NCD,INE523L07710
NWIL-9.53%-15-7-32-NCD,INE523L07744
NWIL-9.55%-15-7-27-NCD,INE523L07751
NYSSA CORPORATION LIMITED,INE812K01027
OASIS SECURITIES LTD.,INE876A01023
Oberoi Realty Limited,INE093I01010
OBJECTONE INFORMATION SYSTEMS,INE860E01011
OCCL Limited,INE0PK601023
Oceanic Foods Limited,INE711V01010
Odigma Consultancy Solutions L,INE054301028
ODYSSEY CORPORATION LTD.,INE839E01023
ODYSSEY TECHNOLOGIES LTD.,INE213B01019
Oil & Natural Gas Corporation Limited,INE213A01029
Oil Country Tubular Limited,INE591A01010
Oil India Limited,INE274J01014
OK PLAY INDIA LTD.,INE870B01024
Ola Electric Mobility Limited,INE0LXG01040
Olectra Greentech Limited,INE260D01016
OLYMPIA INDUSTRIES LTD.,INE482O01021
OLYMPIC CARDS LTD.,INE550L01013
Om Freight Forwarders Limited,INE1BZC01019
OM INFRA LIMITED,INE239D01028
OM METALLOGIC LIMITED,INE0R8Q01018
Omax Autos Limited,INE090B01011
Omaxe Limited,INE800H01010
OMEGA AG-SEEDS (PUNJAB) LTD.,INE112B01013
OMEGA INTERACTIVE TECHNOLOGIES,INE113B01029
Omkar Speciality Chemicals Limited,INE474L01016
OMNI AXS SOFTWARE LTD.,INE369B01019
Omnipotent Industries Limited,INE0JFE01012
OMNITEX INDUSTRIES (INDIA) LTD,INE814D01010
One 97 Communications Limited,INE982J01020
ONE GLOBAL SERVICE PROVIDER LI,INE670O01013
One Mobikwik Systems Limited,INE0HLU01028
One Point One Solutions Limited,INE840Y01029
Onelife Capital Advisors Limited,INE912L01015
ONESOURCE INDUSTRIES AND VENTU,INE125F01032
Onesource Specialty Pharma Lim,INE013P01021
ONMOBILE,INE809I01019
Ontic Finserve Limited,INE989S01042
Onward Technologies Limited,INE229A01017
Optiemus Infracom Limited,INE350C01017
Optimus Finance Limited,INE031G01022
ORACLE FINANCIAL SERVICES SOFT,INE881D01027
Orbit Exports Limited,INE231G01010
Orchasp Limited,INE215B01022
Orchid Pharma Limited,INE191A01027
ORGANIC COATINGS LTD.,INE412E01011
ORGANIC RECYCLING SYSTEMS LIMI,INE0MIO01019
Oricon Enterprises Limited,INE730A01022
Orient Bell Limited,INE607D01018
ORIENT BEVERAGES LTD.,INE247F01018
Orient Cement Limited,INE876N01018
ORIENT CERATECH LIMITED,INE569C01020
Orient Electric Limited,INE142Z01019
Orient Green Power Company Limited,INE999K01014
Orient Paper & Industries Limited,INE592A01026
Orient Press Limited,INE609C01024
Orient Technologies Limited,INE0PPK01015
ORIENT TRADELINK LTD.,INE681D01039
Oriental Aromatics Limited,INE959C01023
Oriental Hotels Limited,INE750A01020
ORIENTAL RAIL INFRASTRUCTURE L,INE457G01029
Oriental Trimex Limited,INE998H01012
Orissa Bengal Carrier Limited,INE426Z01016
ORISSA MINERALS DEVELOPMENT CO,INE725E01024
Orkla India Limited,INE16NZ01023
OROSIL SMITHS INDIA LTD.,INE628B01034
Ortel Communications Limited,INE849L01019
ORTIN GLOBAL LIMITED,INE749B01020
Osia Hyper Retail Limited,INE06IR01021
OSIAJEE TEXFAB LIMITED,INE186R01013
Oswal Agro Mills Limited,INE142A01012
Oswal Greentech Limited,INE143A01010
Oswal Pumps Limited,INE0BYP01024
OTCO INTERNATIONAL LTD.,INE910B01028
OVAL PROJECTS ENGINEERING LIMI,INE0RTI01017
OVOBEL FOODS LTD.,INE812S01012
OXFORD INDUSTRIES LTD.,INE114D01015
OXYGENTA PHARMACEUTICAL LIMITE,INE102E01018
P N Gadgil Jewellers Limited,INE953R01016
P.I.INDUSTRIES LTD.,INE603J01030
Pace Digitek Limited,INE0S3G01027
PACE E-COMMERCE VENTURES LIMIT,INE0N1L01018
PACIFIC INDUSTRIES LTD.,INE883C01025
PADAM COTTON YARNS LTD.,INE448D01025
PADMALAYA TELEFILMS LTD.,INE243B01016
PADMANABH ALLOYS & POLYMERS LT,INE630U01014
Padmanabh Industries Ltd,INE743D01011
Page Industries Limited,INE761H01022
Paisalo Digital Limited,INE420C01059
Pajson Agro India Limited,INE14LM01012
PAKKA LIMITED,INE551D01018
Palash Securities Limited,INE471W01019
Palco Metals Limited,INE239L01013
Palm Jewels Limited,INE838Z01012
Palred Technologies Limited,INE218G01033
PAN ELECTRONICS INDIA LTD.,INE648E01010
PAN INDIA CORPORATION LTD.,INE376A01032
PANABYTE TECHNOLOGIES LIMITED,INE516E01019
Panacea Biotec Limited,INE922B01023
Panache Digilife Limited,INE895W01019
PANAFIC INDUSTRIALS LTD,INE655P01029
Panama Petrochem Limited,INE305C01029
PANASONIC CARBON INDIA CO.LTD.,INE013E01017
PANASONIC ENERGY INDIA COMPANY,INE795A01017
PANCHMAHAL STEEL LTD.,INE798F01010
PANCHSHEEL ORGANICS LTD.,INE316G01019
PANJON LTD.,INE744D01019
PANKAJ POLYMERS LTD.,INE698B01011
PANORAMA STUDIOS INTERNATIONAL,INE258R01028
Pansari Developers Limited,INE697V01011
PANTH INFINITY LIMITED,INE945O01019
PANTHER INDUSTRIAL PRODUCTS LT,INE181D01014
Par Drugs And Chemicals Limited,INE04LG01015
PARADEEP PARIVAHAN LIMITED,INE0SMW01011
Paradeep Phosphates Limited,INE088F01024
Parag Milk Foods Limited,INE883N01014
PARAGON FINANCE LTD.,INE015E01012
Paramount Communications Limited,INE074B01023
PARAMOUNT COSMETICS (INDIA) LT,INE143I01013
Paras Defence and Space Techno,INE045601023
Paras Petrofils Limited,INE162C01024
Park Medi World Limited,INE119201023
PARKER AGROCHEM EXPORTS LTD.,INE750B01010
PARLE INDUSTRIES LIMITED,INE272G01014
Parmax Pharma Limited,INE240T01014
PARMESHWAR METAL LIMITED,INE0QQJ01021
PARNAX LAB LTD.,INE383L01019
Parsvnath Developers Limited,INE561H01026
Parvati Sweetners and Power Lt,INE295Z01015
PASARI SPINNING MILLS LTD.,INE604F01010
Pashupati Cotspin Limited,INE124Y01010
Pasupati Acrylon Limited,INE818B01023
PASUPATI SPG.& WVG.MILLS LTD.,INE909B01020
Patanjali Foods Limited,INE619A01035
PATEL CHEM SPECIALITIES LIMITE,INE161701011
Patel Engineering Limited,INE244B01030
Patel Integrated Logistics Limited,INE529D01014
Patel Retail Limited,INE0R8B01010
PATELS AIRTEMP (INDIA) LTD.,INE082C01024
Patron Exim Limited,INE0NPA01011
PATSPIN INDIA LTD.,INE790C01014
Paul Merchants Ltd.,INE291E01019
Paushak Limited,INE111F01024
Pavna Industries Limited,INE07S101038
PB Fintech Limited,INE417T01026
PBA INFRASTRUCTURE LTD.,INE160H01019
PBM POLYTEX LTD.,INE501F01018
PC Jeweller Limited,INE785M01021
PCBL Chemical Limited,INE602A01031
PCL-12.5%-29-12-28-NCD,INE0IID07744
PCL-13%-29-12-30-NCD,INE0IID07769
PCS TECHNOLOGY LTD.,INE834B01012
PDL-9.95%-26-9-26-PVT,INE420C07049
PDS Limited,INE111Q01021
PEARL GLOBAL INDUSTRIES LIMITE,INE940H01022
Pearl Green Clubs and Resorts,INE0GTX01019
Pearl Polymers Limited,INE844A01013
PEE CEE COSMA SOPE LTD.,INE417E01010
PEETI SECURITIES LTD.,INE328D01011
Peninsula Land Limited,INE138A01028
Pennar Industries Limited,INE932A01024
PENTOKEY ORGANY (INDIA) LTD.,INE702E01015
PERFECT-OCTAVE MEDIA PROJECTS,INE814L01013
PERFECTPAC LTD.,INE759I01024
PERMANENT MAGNETS LTD.,INE418E01018
Persistent Systems Limited,INE262H01021
Petronet LNG Limited,INE347G01014
PFC-7.52%-2B-17-10-30-BOND,INE134E07562
PFC-7.55%-1-8-38-NCD,INE134E07CK3
PFCBS4,INE134E07109
PFCBT1S4,INE134E07182
PFCL-7%-22-1-31-NCD,INE134E07AN1
PFCL-7.15%-22-1-36-NCD,INE134E07AT8
Pfizer Limited,INE182A01018
PFL INFOTECH LTD.,INE600F01018
PFL-6.75%-26-9-31-PVT,INE516Y07444
PG Electroplast Limited,INE457L01029
PG FOILS LTD.,INE078D01012
PH CAPITAL LTD.,INE160F01013
PHAARMASIA LTD.,INE486I01016
PHARMAIDS PHARMACEUTICALS LTD.,INE117D01018
PHOENIX INTERNATIONAL LTD.,INE245B01011
PHOENIX TOWNSHIP LTD,INE977M01024
PHOTOQUIP INDIA LTD.,INE813B01016
Physicswallah Limited,INE0LP301011
PHYTO CHEM (INDIA) LTD.,INE037C01010
Piccadily Agro Industries Limited,INE546C01010
PICCADILY SUGAR & ALLIED INDUS,INE544C01023
PICTUREHOUSE MEDIA LTD.,INE448B01029
Pidilite Industries Limited,INE318A01026
PIL ITALICA LIFESTYLE LIMITED,INE600A01035
Pilani Investment And Industri,INE417C01014
Pine Labs Limited,INE15B701018
Pioneer Embroideries Limited,INE156C01018
PIONEER INVESTCORP LTD.,INE746D01014
Piramal Finance Limited,INE202B01038
Piramal Pharma Limited,INE0DK501011
Pitti Engineering Limited,INE450D01021
Pix Transmissions Limited,INE751B01018
Plastiblends India Limited,INE083C01022
Platinum Industries Limited,INE0PT501018
Plaza Wires Limited,INE0INJ01017
PMC FINCORP LIMITED,INE793G01035
PNB Gilts Limited,INE859A01011
PNB Housing Finance Limited,INE572E01012
PNC Infratech Limited,INE195J01029
PNGS GARGI FASHION JEWELLERY L,INE0NT601018
POCL ENTERPRISES LTD,INE035S01028
Poddar Pigments Limited,INE371C01013
Pokarna Limited,INE637C01025
Polo Queen Industrial and Fint,INE689M01025
POLSON LTD.,INE339F01021
Poly Medicure Limited,INE205C01021
Polycab India Limited,INE455K01017
POLYCHEM LTD.,INE752B01024
POLYCON INTERNATIONAL LTD.,INE262C01014
POLYLINK POLYMERS (INDIA) LTD.,INE323D01020
POLYMECHPLAST MACHINES LTD.,INE809B01014
Polyplex Corporation Limited,INE633B01018
Polyspin Exports Ltd.,INE914G01029
Pondy Oxides & Chemicals Limited,INE063E01053
Ponni Sugars (Erode) Limited,INE838E01017
Poojawestern Metaliks Limited,INE973X01012
POONA DAL & OIL INDUSTRIES LTD,INE809E01018
Poonawalla Fincorp Limited,INE511C01022
POPULAR ESTATE MANAGEMENT LTD.,INE370C01015
POPULAR FOUNDATIONS LIMITED,INE0PZB01013
Popular Vehicles and Services,INE772T01024
PORWAL AUTO COMPONENTS LTD.,INE386I01018
Power & Instrumentation (Gujar,INE557Z01018
Power Finance Corporation Limited,INE134E01011
POWER GRID CORPORATION OF INDI,INE752E01010
Power Mech Projects Limited,INE211R01019
POWERGRID Infrastructure Inves,INE0GGX23010
PPAP,INE095I01015
Prabha Energy Limited,INE0I0M01023
PRABHHANS INDUSTRIES LIMITED,INE428P01013
PRADEEP METALS LTD.,INE770A01010
PRADHIN LIMITED,INE656B01027
PRAG BOSIMI SYNTHETICS LTD.,INE962B01011
Praj Industries Limited,INE074A01025
Prajay Engineers Syndicate Limited,INE505C01016
Prakash Industries Limited,INE603A01013
Prakash Pipes Limited,INE050001010
Prakash Steelage Limited,INE696K01024
Prakash Woollen & Synthetic Mi,INE523I01016
PRARUH TECHNOLOGIES LIMITED,INE0TI501017
PRASHANT INDIA LTD.,INE100E01012
Prataap Snacks Limited,INE393P01035
PRATIK PANELS LTD.,INE206C01029
PRATIKSHA CHEMICALS LTD.,INE530D01012
PRAVEG LIMITED,INE722B01019
Praxis Home Retail Limited,INE546Y01022
Precision Camshafts Limited,INE484I01029
PRECISION ELECTRONICS LTD.,INE143C01024
Precision Wires India Limited,INE372C01037
Precot Limited,INE283A01014
PREMCO GLOBAL LTD.,INE001E01012
Premier Energies Limited,INE0BS701011
PREMIER ENERGY AND INFRASTRUCT,INE429K01012
Premier Explosives Limited,INE863B01029
Premier Limited,INE342A01018
Premier Polyfilm Limited,INE309M01020
PREMIER SYNTHETICS LTD.,INE940N01012
PRERNA INFRABUILD LTD.,INE426H01014
Prestige Estates Projects Limited,INE811K01011
Prevest Denpro Limited,INE0GAO01018
Pricol Limited,INE726V01018
PRIMA AGRO LTD.,INE297D01018
PRIMA INDUSTRIES LTD.,INE723N01012
PRIMA PLASTICS LTD.,INE573B01016
PRIME CAPITAL MARKET LTD.,INE748D01010
Prime Focus Limited,INE367G01038
PRIME FRESH LIMITED,INE442V01012
PRIME INDUSTRIES LTD.,INE543F01028
PRIME PROPERTY DEVELOPMENT COR,INE233C01023
Prime Securities Limited,INE032B01021
PRIME URBAN DEVELOPMENT INDIA,INE419E01024
Primo Chemicals Limited,INE607A01022
Prince Pipes and Fittings Limi,INE689W01016
Prism Johnson Limited,INE010A01011
PRISM MEDICO AND PHARMACY LTD.,INE730E01016
PRISMX GLOBAL VENTURES LIMITED,INE286N01028
Prithvi Exchange (India) Limit,INE621B01021
Priti International Limited,INE974Z01015
Pritika Auto Industries Limite,INE583R01029
PRITISH NANDY COMMUNICATIONS L,INE392B01011
PRIVI SPECIALITY CHEMICALS LIM,INE959A01019
PRIYA LTD.,INE686C01014
PRO CLB GLOBAL LIMITED,INE438C01010
PRO FIN CAPITAL SERVICES LTD.,INE732K01027
PROCTER & GAMBLE HEALTH LIMITE,INE199A01012
PROCTER & GAMBLE HYGIENE & HEA,INE179A01014
PRODOCS SOLUTIONS LIMITED,INE10XK01019
Promact Plastics Limited,INE818D01011
Property Share Investment Trus,INE19RO25013
PROSPECT CONSUMER PRODUCTS LIM,INE0OKG01017
Prostarm Info Systems Limited,INE0BX301013
Protean eGov Technologies Limi,INE004A01022
Prozone Realty Limited,INE195N01013
Prudent Corporate Advisory Ser,INE00F201020
PRUDENTIAL SUGAR CORPORATION L,INE024D01016
PS IT INFRASTRUCTURE & SERVICE,INE953M01033
PSP Projects Limited,INE488V01015
PTC INDIA FINANCIAL SERVICES L,INE560K01014
PTC India Limited,INE877F01012
PTC Industries Limited,INE596F01018
PTL Enterprises Limited,INE034D01049
Pudumjee Paper Products Limite,INE865T01018
PULSAR INTERNATIONAL LTD.,INE183U01022
Pune E - Stock Broking Limited,INE510U01018
Punjab & Sind Bank,INE608A01012
Punjab Chemicals & Crop Protection Limited,INE277B01014
PUNJAB COMMUNICATIONS LTD.,INE609A01010
Punjab National Bank,INE160A01022
Puravankara Limited,INE323I01011
PURETROP FRUITS LIMITED,INE795D01011
Purohit Construction Limited,INE147J01012
PURPLE AGROTECH INDUSTRIES LIM,INE905R01016
Purple Finance Limited,INE0CYK01015
PURPLE WAVE INFOCOM LIMITED,INE0VDK01019
PURSHOTTAM INVESTOFIN LTD,INE729C01020
PVP Ventures Limited,INE362A01016
PVR INOX Limited,INE191H01014
PVV Infra Limited,INE428B01021
Pyramid Technoplast Limited,INE0MIS01010
QGO FINANCE LIMITED,INE837C01013
Quadrant Future Tek Limited,INE0LRY01011
QUADRANT TELEVENTURES LIMITED,INE527B01020
QUALITY POWER ELECTRICAL EQUIP,INE0SII01026
Quality RO Industries Limited,INE0KAF01018
QUANTUM DIGITAL VISION (INDIA),INE373C01019
QUANTUM GOLD FUND - EXCHANGE T,INF082J01408
Quantum Nifty 50 ETF,INF082J01028
Quess Corp Limited,INE615P01015
QUEST CAPITAL MARKETS LIMITED,INE418C01012
QUEST FLOW CONTROLS LIMITED,INE0OYE01013
Quick Heal Technologies Limite,INE306L01010
Quint Digital Limited,INE641R01017
R K Swamy Limited,INE0NQ801033
R M DRIP AND SPRINKLERS SYSTEM,INE219Y01026
R R Kabel Limited,INE777K01022
R Systems International Limited,INE411H01032
R&B Denims Limited,INE012Q01021
R. S. Software (India) Limited,INE165B01029
R.P.P. Infra Projects Limited,INE324L01013
RAAJ MEDISAFE INDIA LTD.,INE548H01015
Race Eco Chain Limited,INE084Q01012
Rachit Prints Limited,INE0ZN101029
RACL Geartech Limited,INE704B01017
RADAAN MEDIAWORKS (I) LTD.,INE874F01027
RADHE DEVELOPERS (INDIA) LTD.,INE986B01044
Radhika Jeweltech Limited,INE583V01021
Radiant Cash Management Servic,INE855R01021
Radico Khaitan Limited,INE944F01028
RADIX INDUSTRIES (INDIA) LIMIT,INE576N01014
RAGHAV PRODUCTIVITY ENHANCERS,INE912T01018
RAGHUNATH INTERNATIONAL LTD.,INE753B01014
RAGHUNATH TOBACCO CO.LTD.,INE754B01012
RAGHUVIR SYNTHETICS LTD.,INE969C01022
Rail Vikas Nigam Limited,INE415G01027
RailTel Corporation of India L,INE0DD101019
Rain Industries Limited,INE855B01025
Rainbow Children's Medicare Li,INE961O01016
RAINBOW FOUNDATIONS LTD.,INE230F01014
Raj Oil Mills Limited,INE294G01026
RAJ PACKAGING INDUSTRIES LTD.,INE639C01013
Raj Rayon Industries Limited,INE533D01032
Raj Television Network Limited,INE952H01027
RAJAPALAYAM MILLS LTD.,INE296E01026
Rajasthan Cylinders & Containe,INE929D01016
RAJASTHAN PETRO SYNTHETICS LTD,INE374C01017
RAJASTHAN SECURITIES LIMITED,INE184D01026
Rajdarshan Industries Limited,INE610C01014
Rajesh Exports Limited,INE343B01030
RAJESH POWER SERVICES LIMITED,INE0VN801010
Rajeshwari Cans Limited,INE0CQ101015
RAJKAMAL SYNTHETICS LTD.,INE376L01013
Rajkot Investment Trust Limite,INE176R01014
Rajnandini Metal Limited,INE00KV01022
RAJNISH RETAIL LIMITED,INE786J01033
Rajnish Wellness Limited,INE685Z01033
Rajoo Engineers Limited,INE535F01024
Rajputana Investment and Finan,INE751R01014
Rajratan Global Wire Limited,INE451D01029
Rajshree Polypack Limited,INE760W01023
Rajshree Sugars & Chemicals Limited,INE562B01019
Rallis India Limited,INE613A01020
Ram Ratna Wires Limited,INE207E01023
RAMA PAPER MILLS LTD.,INE425E01013
Rama Phosphates Limited,INE809A01032
Rama Steel Tubes Limited,INE230R01035
RAMA VISION LTD.,INE763B01013
RAMCHANDRA LEASING & FINANCE L,INE516P01015
Ramco Industries Limited,INE614A01028
Ramco Systems Limited,INE246B01019
RAMGOPAL POLYTEX LTD.,INE410D01017
RAMINFO LIMITED,INE357B01022
Ramkrishna Forgings Limited,INE399G01023
Ramky Infrastructure Limited,INE874I01013
RAMSONS PROJECTS LTD.,INE609D01014
Rana Sugars Limited,INE625B01014
RANDER CORPORATION LTD.,INE821D01031
Rane (Madras) Limited,INE050H01012
Rane Holdings Limited,INE384A01010
Ranjeet Mechatronics Limited,INE01A501027
RANJIT SECURITIES LTD.,INE863D01017
RAP CORP LIMITED,INE483D01014
RAPICUT CARBIDES LTD.,INE350D01015
RAPID INVESTMENTS LTD.,INE154M01012
RAPID MULTIMODAL LOGISTICS LIM,INE0QA901010
RAS RESORTS & APART HOTELS LTD,INE651D01016
RASANDIK ENGINEERING INDUSTRIE,INE682D01011
Rashi Peripherals Limited,INE0J1F01024
RASHTRIYA CHEMICALS & FERTILIZ,INE027A01015
RASI ELECTRODES LTD.,INE822D01021
RateGain Travel Technologies L,INE0CLI01024
RATHI BARS LTD.,INE575I01016
RATHI STEEL & POWER LTD.,INE336C01016
Ratnamani Metals & Tubes Limited,INE703B01027
Ratnaveer Precision Engineerin,INE05CZ01011
RATTANINDIA ENTERPRISES LIMITE,INE834M01019
RattanIndia Power Limited,INE399K01017
RAUNAQ INTERNATIONAL LIMITED,INE523K01012
Ravelcare Limited,INE0W4D01018
Ravi Kumar Distilleries Limited,INE722J01012
Ravinder Heights Limited,INE09E501017
Ravindra Energy Limited,INE206N01018
Raw Edge Industrial Solutions,INE960Z01014
Raymond Lifestyle Limited,INE02ID01020
Raymond Limited,INE301A01014
Raymond Realty Limited,INE1SY401010
RBL Bank Limited,INE976G01028
RBZ Jewellers Limited,INE0PEQ01016
RDB INFRASTRUCTURE AND POWER L,INE245L01028
RDB RASAYANS LTD.,INE123M01017
RDB Real Estate Constructions,INE0AK901016
REAL ECO-ENERGY LIMITED,INE055E01034
REC Limited,INE020B01018
REC-7.34%-5-11-30-S-2B-NCD,INE020B07JS8
Redington Limited,INE891D01026
Redtape Limited,INE0LXT01019
Refex Industries Limited,INE056I01025
Refex Renewables & Infrastruct,INE332F01018
Regaal Resources Limited,INE0MHO01029
REGAL ENTERTAINMENT & CONSULTA,INE101E01010
REGANTO ENTERPRISES LIMITED,INE043B01028
Regency Ceramics Limited,INE277C01012
REGENCY FINCORP LIMITED,INE964R01013
Regent Enterprises Limited,INE769D01016
REGIS INDUSTRIES LIMITED,INE745R01024
REKVINA LABORATORIES LTD.,INE092O01028
Relaxo Footwears Limited,INE131B01039
Reliable Data Services Limited,INE375Y01018
RELIABLE VENTURES INDIA LTD.,INE419H01019
RELIANCE CHEMOTEX INDUSTRIES L,INE750D01016
Reliance Communications Limited,INE330H01018
Reliance Home Finance Limited,INE217K01011
RELIANCE INDUSTRIAL INFRASTRUC,INE046A01015
Reliance Industries Limited,INE002A01018
RELIANCE INFRASTRUCTURE LTD.,INE036A01016
Reliance Power Limited,INE614G01033
RELIC TECHNOLOGIES LTD.,INE452B01013
Relicab Cable Manufacturing Li,INE773T01014
Religare Enterprises Limited,INE621H01010
REMI EDELSTAHL TUBULARS LIMITE,INE158G01015
Remsons Industries Limited,INE474C01023
Renaissance Global Limited,INE722H01024
Repco Home Finance Limited,INE612J01015
REPONO LIMITED,INE15WN01014
Repro India Limited,INE461B01014
RESGEN LIMITED,INE0NYN01016
RESONANCE SPECIALTIES LTD.,INE486D01017
RESPONSE INFORMATICS LTD,INE401B01010
Responsive Industries Limited,INE688D01026
Restaurant Brands Asia Limited,INE07T201019
RESTILE CERAMICS LTD.,INE298E01022
Retina Paints Limited,INE0NTC01019
Retro Green Revolution Limited,INE601N01010
Revathi Equipment India Limite,INE0DAB01012
Rex Sealing and Packing Indust,INE0MFT01014
REXNORD ELECTRONICS & CONTROLS,INE687C01012
RGF Capital Markets Limited,INE684D01025
Rhetan TMT Limited,INE0KKN01029
RHI MAGNESITA INDIA LIMITED,INE743M01012
RIBA TEXTILES LTD.,INE811H01017
RICH UNIVERSE NETWORK LTD.,INE652D01014
Richfield Financial Services L,INE201C01012
Rico Auto Industries Limited,INE209B01025
Riddhi Corporate Services Limi,INE325X01015
Riddhi Display Equipments Limi,INE1DKT01011
RIDDHI SIDDHI GLUCO BIOLS LTD.,INE249D01019
Riddhi Steel and Tube Limited,INE367U01013
Rikhav Securities Limited,INE0CFH01028
RIR POWER ELECTRONICS LIMITED,INE302D01024
RISA INTERNATIONAL LTD.,INE001O01029
RISHABH DIGHA STEEL & ALLIED P,INE864D01015
Rishabh Instruments Limited,INE0N2P01017
RISHI LASER LTD.,INE988D01012
RISHI TECHTEX LTD.,INE989D01010
Rishiroop Limited,INE582D01013
RITA FINANCE AND LEASING LIMIT,INE018S01016
Ritco Logistics Limited,INE01EG01016
RITES Limited,INE320J01015
RITESH INTERNATIONAL LTD.,INE534D01014
RKD AGRI AND RETAIL LIMITED,INE552N01023
RKEC Projects Limited,INE786W01010
RLF LTD.,INE629C01014
RMC SWITCHGEARS LIMITED,INE655V01019
RNIT AI SOLUTIONS LIMITED,INE335Q01026
RO Jewels Limited,INE0BDU01028
ROADSTAR INFRA INVESTMENT TRUS,INE0JEI23010
Robust Hotels Limited,INE508K01013
RODIUM REALTY LIMITED,INE513E01024
Rolex Rings Limited,INE645S01024
Rollatainers Limited,INE927A01040
Roni Households Limited,INE02AP01013
ROOPA INDUSTRIES LTD.,INE443C01010
ROSE MERC.LTD.,INE649C01012
Rossari Biotech Limited,INE02A801020
Rossell India Limited,INE847C01020
Rossell Techsys Limited,INE0OJW01016
Roto Pumps Limited,INE535D01037
Rotographics (India) Limited,INE364S01014
ROUTE MOBILE LIMITED,INE450U01017
ROYAL CUSHION VINYL PRODUCTS L,INE618A01011
ROYAL INDIA CORPORATION LIMITE,INE510H01015
Royal Orchid Hotels Limited,INE283H01019
Royal Sense Limited,INE0QQG01019
ROYALE MANOR HOTELS & INDUSTRI,INE008C01011
RPG Life Sciences Limited,INE105J01010
RPSG VENTURES LIMITED,INE425Y01011
RR FINANCIAL CONSULTANTS LTD.,INE229D01011
RR METALMAKERS INDIA LIMITED,INE117K01013
RRIL LIMITED,INE951M01037
RSD Finance Limited,INE616F01022
RSWM Limited,INE611A01016
RTS POWER CORPORATION LTD.,INE005C01017
Rubfila International Limited,INE642C01025
